Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Attendance,Referee,HS,AS,HST,AST,HC,AC,HF,AF,Path,Season,HP1,HP2,HP3,HP4,HP5,HP6,HP7,HP8,HP9,HP10,HP11,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,HPG,HPD,HPF,HPM,APD,APG,APF,APM
05-Apr-19,Southampton,Liverpool,1,3,A,1,1,D,,P Tierney,11,17,1,5,7,5,8,7,.data/EPL/2018-19/38634.json,18,4605,4617,5272,20109,4286,3206,3811,15011,19589,2886,15269,10458,5375,11247,7114,12316,5178,5140,14732,13511,6519,20559,1,3,3,4,4,1,3,3
06-Apr-19,Bournemouth,Burnley,1,3,A,1,2,A,,M Atkinson,10,11,2,3,3,6,12,16,.data/EPL/2018-19/38628.json,18,3926,8052,13706,37776,4499,3390,8454,14063,3512,2537,4604,3756,2933,24797,8586,4489,4487,3909,8691,8143,2889,8246,1,4,2,4,4,1,2,4
06-Apr-19,Huddersfield,Leicester,1,4,A,0,1,A,,D Coote,10,18,4,9,8,5,13,11,.data/EPL/2018-19/38631.json,18,10654,8878,12359,19608,19619,5097,3183,19607,11134,3801,4433,8456,8966,20479,5865,26216,5343,13491,2508,7946,14716,8979,1,4,2,4,4,1,1,5
06-Apr-19,Newcastle,Crystal Palace,0,1,A,0,0,D,,S Attwell,18,3,5,1,9,4,12,13,.data/EPL/2018-19/38633.json,18,6451,9257,16607,4713,5220,10522,3934,4656,10487,54312,6030,3517,5859,7450,8980,4224,3724,14164,3644,3362,7548,4539,1,5,1,4,4,1,2,4
07-Apr-19,Everton,Arsenal,1,0,H,1,0,H,,K Friend,23,7,6,2,9,6,8,9,.data/EPL/2018-19/38630.json,18,5061,3222,4421,5758,24630,5907,12582,3600,4640,9576,5175,3869,5368,4714,4472,10428,6899,4985,5239,5102,50512,5093,1,4,1,5,3,1,3,4
08-Apr-19,Chelsea,West Ham,2,0,H,1,0,H,,C Kavanagh,16,9,7,2,7,4,8,7,.data/EPL/2018-19/38629.json,18,5698,4503,4496,5179,13492,11373,23702,16801,16803,4100,5682,5514,15202,3309,32435,13872,8897,3014,6784,4823,4161,3958,1,4,3,3,4,1,1,5
12-Apr-19,Leicester,Newcastle,0,1,A,0,1,A,,C Kavanagh,12,11,5,5,2,3,6,10,.data/EPL/2018-19/38642.json,18,14716,5343,7946,8456,8979,9566,13491,20479,2508,8966,5865,4918,54312,10487,4340,5220,9257,6451,3934,4713,4656,6030,1,4,1,5,5,1,1,4
13-Apr-19,Brighton,Bournemouth,0,5,A,0,1,A,,K Friend,8,14,1,7,4,1,10,6,.data/EPL/2018-19/38638.json,18,12192,8163,16790,8168,37587,3601,8982,4955,7124,50245,23591,37776,3926,8052,3512,13706,3390,8454,4499,4601,8045,14063,1,4,3,3,4,1,2,4
13-Apr-19,Burnley,Cardiff,2,0,H,1,0,H,,M Dean,14,14,7,2,8,4,7,10,.data/EPL/2018-19/38639.json,18,2889,3756,8246,8143,24797,4487,8586,8691,2933,3909,4489,4120,22952,3138,3823,4736,4561,10633,4577,3672,8050,6627,1,4,2,4,4,1,1,5
13-Apr-19,Fulham,Everton,2,0,H,0,0,D,,L Probert,12,8,5,1,7,3,8,10,.data/EPL/2018-19/38641.json,18,32162,8185,13561,7213,4620,5879,20503,4276,14656,3894,3413,3600,5175,5061,4421,5907,3222,9576,24630,4640,12582,5758,1,4,1,5,4,1,1,5
13-Apr-19,Man United,West Ham,2,1,H,1,0,H,,G Scott,14,18,4,4,3,11,14,5,.data/EPL/2018-19/38644.json,18,3820,4290,4330,5906,3920,11272,24252,4337,10472,3613,4287,15202,4558,3654,32435,4161,13872,5514,6784,3309,11284,3014,1,4,1,5,4,1,1,5
13-Apr-19,Southampton,Wolves,3,1,H,2,1,H,,J Moss,13,17,6,2,4,9,13,8,.data/EPL/2018-19/38645.json,18,3811,15374,5272,20109,4605,15011,19589,2886,8245,4617,15269,4229,11071,20277,20745,16204,4136,5866,11180,11341,11259,19758,1,3,3,4,3,1,2,5
13-Apr-19,Tottenham,Huddersfield,4,0,H,2,0,H,,L Mason,22,7,5,1,4,2,10,12,.data/EPL/2018-19/38646.json,18,4549,13815,4664,20224,4408,5762,4666,5551,25309,4845,4816,15687,19607,3801,12173,12359,5097,19608,10654,11134,3183,19611,1,3,3,4,5,1,1,4
14-Apr-19,Crystal Palace,Man City,1,3,A,0,1,A,,M Atkinson,7,20,3,6,2,9,5,11,.data/EPL/2018-19/38640.json,18,4224,4492,14164,8980,4539,5859,7548,3807,3724,3362,3644,5575,5384,4328,4316,3653,3955,4288,5101,4145,11044,12707,1,4,1,5,4,1,1,5
14-Apr-19,Liverpool,Chelsea,2,0,H,0,0,D,,M Oliver,15,6,7,3,9,2,5,9,.data/EPL/2018-19/38643.json,18,5140,20559,3712,5178,6519,13511,11247,5375,10458,14732,12316,5682,5179,16801,23702,16803,4496,11373,13492,4748,4503,4100,1,4,3,3,4,1,3,3
15-Apr-19,Watford,Arsenal,0,1,A,0,1,A,,C Pawson,11,19,3,6,6,4,12,8,.data/EPL/2018-19/38647.json,18,9947,8589,2932,19605,9060,13823,4843,22546,49992,10480,3160,5110,23033,4985,12136,32638,4472,4030,3548,4717,5102,3869,1,3,2,5,4,1,1,5
16-Apr-19,Brighton,Cardiff,0,2,A,0,1,A,,A Marriner,14,10,2,3,5,4,11,13,.data/EPL/2018-19/38609.json,18,8163,12192,22542,16790,3601,23591,8168,15480,4772,8162,8171,4006,22952,13390,3672,3823,4577,4736,10633,4120,10074,3138,1,4,1,5,4,1,1,5
20-Apr-19,Bournemouth,Fulham,0,1,A,0,0,D,,D Coote,15,17,5,5,3,7,11,18,.data/EPL/2018-19/38649.json,18,14063,8454,3766,4499,8045,4601,3926,8052,3390,37776,13706,5879,3413,20503,4276,4620,14656,7213,8185,12536,32162,7013,1,4,2,4,4,1,1,5
20-Apr-19,Huddersfield,Watford,1,2,A,0,1,A,,R East,13,11,3,6,2,2,15,9,.data/EPL/2018-19/38653.json,18,19611,5097,20646,15687,19619,12359,3801,22570,19607,8878,12444,3160,3251,13823,2932,8589,25089,22546,49992,4777,4843,9060,1,4,2,4,4,1,2,4
20-Apr-19,Man City,Tottenham,1,0,H,1,0,H,,M Oliver,15,10,4,4,4,4,11,11,.data/EPL/2018-19/38654.json,18,5101,4288,11044,4328,14805,5067,3955,19620,4316,12707,4505,20224,4112,4916,4666,4600,5762,25309,4408,4999,4845,9167,1,4,3,3,5,1,2,3
20-Apr-19,Newcastle,Southampton,3,1,H,2,0,H,,A Taylor,15,15,6,3,4,11,5,11,.data/EPL/2018-19/38655.json,18,54312,4656,5220,6451,3934,6030,4713,4340,10487,4918,9257,4612,19589,4617,4605,3811,2886,5272,15374,8245,4286,15269,1,5,1,4,3,1,3,4
20-Apr-19,West Ham,Leicester,2,2,D,1,0,H,,L Probert,11,11,3,5,6,8,8,9,.data/EPL/2018-19/38656.json,18,3014,6784,3309,3654,4823,32435,11284,5514,9595,4558,15202,7946,5343,8979,13491,20479,2508,5865,9566,3564,3156,8456,1,4,1,5,4,1,2,4
20-Apr-19,Wolves,Brighton,0,0,D,0,0,D,,C Pawson,22,5,5,0,14,1,0,8,.data/EPL/2018-19/38657.json,18,11259,19758,11071,15259,16204,4351,11341,4136,11180,4229,20277,3601,4772,16790,8168,12212,12192,8162,22542,8163,8171,5721,1,3,2,5,4,1,3,3
21-Apr-19,Arsenal,Crystal Palace,2,3,A,0,1,A,,J Moss,12,16,5,7,8,3,15,12,.data/EPL/2018-19/38648.json,18,6899,5110,3869,4248,5239,4030,4714,5368,4985,50512,32638,3929,14164,7548,5859,4539,3644,4224,5861,5377,4492,3807,1,3,3,4,4,1,2,4
21-Apr-19,Cardiff,Liverpool,0,2,A,0,0,D,,M Atkinson,7,17,2,6,5,10,6,5,.data/EPL/2018-19/38650.json,18,4120,10074,3138,10633,13390,3823,22952,4577,4736,3672,4006,14732,6519,3712,13511,7114,12316,20559,5140,10458,5178,5375,1,4,1,5,4,1,3,3
21-Apr-19,Everton,Man United,4,0,H,2,0,H,,P Tierney,15,7,8,1,10,2,11,7,.data/EPL/2018-19/38652.json,18,5175,3600,4640,4421,5907,4333,4615,5758,24630,9576,12582,3861,3920,24252,4290,13565,5066,5906,3820,3613,4330,11272,1,4,1,5,4,1,3,3
22-Apr-19,Chelsea,Burnley,2,2,D,2,2,D,,K Friend,22,6,9,3,10,1,9,4,.data/EPL/2018-19/38651.json,18,4496,4503,5682,23702,5698,4495,5179,11373,4100,16803,13492,8691,2889,4489,4487,3909,24797,8586,3756,2933,8143,8246,1,4,3,3,4,1,2,4
23-Apr-19,Tottenham,Brighton,1,0,H,0,0,D,,C Kavanagh,29,6,5,1,6,3,7,13,.data/EPL/2018-19/38635.json,18,4666,5762,4845,4664,4916,9167,4999,3905,3507,4816,5551,3601,7124,23591,22542,12192,37587,8163,50245,15480,8168,4955,1,4,3,3,4,1,3,3
23-Apr-19,Watford,Southampton,1,1,D,0,1,A,,M Dean,15,8,4,4,3,4,10,14,.data/EPL/2018-19/38615.json,18,13823,11213,9060,2932,3160,49992,8589,19605,10480,4777,4843,4617,2886,3811,3206,19589,4605,12186,4612,5272,15269,4286,1,4,2,4,3,1,3,4
24-Apr-19,Man United,Man City,0,2,A,0,0,D,,A Marriner,12,8,1,5,1,1,10,10,.data/EPL/2018-19/38613.json,18,4608,3920,5906,4330,5066,3062,12854,10476,4337,13565,3613,3955,4316,4328,4804,3653,11044,12707,19620,5101,4145,5067,1,5,2,3,4,1,3,3
24-Apr-19,Wolves,Arsenal,3,1,H,3,0,H,,S Attwell,11,11,3,1,5,5,12,9,.data/EPL/2018-19/38617.json,18,20277,11071,5866,16204,4229,19758,4351,4136,11180,11259,11341,5102,6899,4717,10428,4472,4030,4714,23033,12136,4985,5093,1,3,2,5,4,1,1,5
26-Apr-19,Liverpool,Huddersfield,5,0,H,3,0,H,,K Friend,21,5,7,1,4,4,5,14,.data/EPL/2018-19/38663.json,18,12316,14732,5178,6519,10458,20559,4813,5140,3712,7114,3154,20646,12444,3801,5097,19607,15687,11134,10654,12359,22570,8878,1,4,3,3,4,1,1,5
27-Apr-19,Brighton,Newcastle,1,1,D,0,1,A,,M Dean,9,9,2,1,7,4,7,10,.data/EPL/2018-19/38658.json,18,4772,12212,37587,12192,8168,3601,5156,8163,22542,8162,23591,5672,5220,6451,3934,6030,4135,4713,4340,10487,4859,4918,1,4,2,4,5,1,1,4
27-Apr-19,Crystal Palace,Everton,0,0,D,0,0,D,,L Mason,8,22,0,3,5,10,9,15,.data/EPL/2018-19/38660.json,18,14164,7548,5377,4539,5861,3807,4492,5859,3644,4224,3362,5175,3600,12582,4333,4421,4615,24630,9576,5907,5758,4640,1,4,2,4,4,1,1,5
27-Apr-19,Fulham,Cardiff,1,0,H,0,0,D,,C Kavanagh,8,13,2,8,10,3,10,8,.data/EPL/2018-19/38661.json,18,4276,20503,5879,14656,3894,3413,7213,8185,32162,4620,12536,4006,22952,4577,13390,4721,4736,4120,3138,3672,3823,10633,1,4,1,5,4,1,1,5
27-Apr-19,Southampton,Bournemouth,3,3,D,1,2,A,,G Scott,22,9,7,5,9,3,8,9,.data/EPL/2018-19/38665.json,18,4617,3811,15011,3206,19589,8245,4612,2886,5272,15269,4286,14063,4601,3926,8045,4604,37776,8454,3390,4499,13706,13193,1,4,3,3,5,1,2,3
27-Apr-19,Tottenham,West Ham,0,1,A,0,0,D,,A Taylor,14,16,4,7,2,7,3,8,.data/EPL/2018-19/38666.json,18,4664,25309,20224,4112,9167,4408,5762,4845,4916,4999,3507,3014,3958,6784,3309,4823,32435,49884,11284,9595,4558,15202,1,4,2,4,4,1,1,5
27-Apr-19,Watford,Wolves,1,2,A,0,1,A,,S Hooper,10,11,1,4,4,5,10,11,.data/EPL/2018-19/38667.json,18,2932,3251,4777,11213,4843,22546,8589,3160,13823,5713,9060,4229,4136,11259,20277,16204,11071,11180,4351,11341,5866,19758,1,4,2,4,3,1,2,5
28-Apr-19,Burnley,Man City,0,1,A,0,0,D,,P Tierney,2,25,0,7,0,6,5,7,.data/EPL/2018-19/38659.json,18,24797,8246,8586,2933,8143,4487,8691,4489,3909,3756,2889,12707,4145,3653,5101,11044,4328,3955,4316,5067,5384,19620,1,4,2,4,4,1,3,3
28-Apr-19,Leicester,Arsenal,3,0,H,0,0,D,,M Oliver,24,6,12,1,8,6,13,13,.data/EPL/2018-19/38662.json,18,8456,13491,20479,2508,5865,8979,5343,3156,9566,13248,3564,4985,5368,12136,5110,10428,5102,3869,4717,6899,23033,5093,1,4,1,5,4,1,2,4
28-Apr-19,Man United,Chelsea,1,1,D,1,1,D,,M Atkinson,7,16,5,3,6,6,9,14,.data/EPL/2018-19/38664.json,18,3861,10475,4608,13565,4330,3920,5066,4290,4287,3062,12937,5682,16801,13492,4496,5698,12520,4748,4503,11373,4100,4093,1,4,2,4,4,1,3,3
03-May-19,Everton,Burnley,2,0,H,2,0,H,,C Kavanagh,20,5,6,1,8,1,8,9,.data/EPL/2018-19/38672.json,18,4333,4421,3600,24630,9576,5758,4615,5907,12582,4640,5175,4487,3756,6210,3909,8143,4489,8246,2933,8691,2889,4158,1,4,1,5,4,1,2,4
04-May-19,Bournemouth,Tottenham,1,0,H,0,0,D,,C Pawson,20,11,6,5,10,6,11,12,.data/EPL/2018-19/38669.json,18,4604,8052,3512,37776,3926,13193,4499,50453,8045,8454,4527,4845,3905,4999,9167,4664,3507,4112,5762,4916,4549,20224,1,4,2,4,4,1,1,5
04-May-19,Cardiff,Crystal Palace,2,3,A,1,2,A,,M Oliver,18,21,8,7,10,5,14,11,.data/EPL/2018-19/38670.json,18,22952,4561,4736,4006,3138,8192,3672,4120,4577,10633,3831,3807,4224,3929,3724,5595,5859,3644,7548,7450,14164,4539,1,4,2,4,4,1,2,4
04-May-19,Newcastle,Liverpool,2,3,A,1,2,A,,A Marriner,14,11,7,4,2,3,10,4,.data/EPL/2018-19/38675.json,18,9257,5220,10487,4859,6030,4918,3934,4656,6451,4713,4340,3154,7114,5140,10458,3712,4813,5178,6519,14732,20559,11247,1,5,1,4,4,1,3,3
04-May-19,West Ham,Southampton,3,0,H,1,0,H,,S Attwell,17,11,6,1,2,7,2,11,.data/EPL/2018-19/38676.json,18,15199,49884,13871,3014,9595,3309,32435,13872,3958,11284,4823,3170,15011,2886,12186,19589,15967,5272,4612,5583,3206,8245,1,4,1,5,4,1,2,4
04-May-19,Wolves,Fulham,1,0,H,0,0,D,,J Moss,19,6,6,2,7,1,10,15,.data/EPL/2018-19/38677.json,18,4229,11071,4136,11180,11259,11341,4351,20277,19758,16204,5866,8438,3413,4620,4276,7213,3894,5879,14656,20503,32162,8185,1,3,2,5,5,1,2,3
05-May-19,Arsenal,Brighton,1,1,D,1,0,H,,A Taylor,20,11,8,5,16,3,9,14,.data/EPL/2018-19/38668.json,18,5520,23033,6899,5110,5102,4714,12136,3869,4985,5093,4472,8163,4772,12192,3601,22542,8168,8171,23591,8162,50245,15480,1,4,2,4,4,1,1,5
05-May-19,Chelsea,Watford,3,0,H,0,0,D,,P Tierney,19,15,9,3,6,6,6,12,.data/EPL/2018-19/38671.json,18,5698,4503,4972,4093,4496,5682,11373,13492,4100,12520,4495,4777,9947,3160,5713,8589,22546,3251,11213,2932,13823,4105,1,4,3,3,4,1,2,4
05-May-19,Huddersfield,Man United,1,1,D,0,1,A,,L Mason,7,23,3,7,3,7,10,10,.data/EPL/2018-19/38673.json,18,5097,4433,19607,19608,10654,15687,3801,20646,19619,12359,12444,3820,3920,4973,4287,4330,3861,13565,5066,4608,3062,14824,1,4,3,3,4,1,2,4
06-May-19,Man City,Leicester,1,0,H,0,0,D,,M Dean,19,7,5,2,11,0,12,5,.data/EPL/2018-19/38674.json,18,14805,19620,4145,11044,4316,3653,5101,4328,12707,5067,3955,13491,9566,2508,8456,5343,13248,3564,3156,8979,20479,5865,1,4,3,3,4,1,1,5
12-May-19,Brighton,Man City,1,4,A,1,2,A,,M Oliver,6,20,2,9,2,6,12,8,.data/EPL/2018-19/38678.json,18,50245,8163,8162,23591,22542,4772,15480,12192,5156,8982,3601,12707,4328,4316,5067,8983,4145,11044,3955,19620,3653,5101,1,4,1,5,4,1,2,4
12-May-19,Burnley,Arsenal,1,3,A,0,0,D,,M Dean,14,17,5,6,4,5,11,3,.data/EPL/2018-19/38679.json,18,8691,4489,8586,3909,24797,2889,4487,8246,2933,8143,3756,32638,14446,5102,3869,4985,5110,5520,50512,4472,4717,5239,1,4,2,4,4,1,1,5
12-May-19,Crystal Palace,Bournemouth,5,3,H,3,1,H,,R East,17,16,8,8,4,4,11,8,.data/EPL/2018-19/38680.json,18,5859,3929,4539,3644,4224,14164,7450,3362,3724,7548,5377,4604,8052,37776,4499,3926,50453,8045,13193,3512,8454,4527,1,4,2,4,4,1,2,4
12-May-19,Fulham,Newcastle,0,4,A,0,2,A,,K Friend,16,13,2,6,5,5,6,8,.data/EPL/2018-19/38681.json,18,9960,8438,3894,19606,32162,20503,7213,8185,14656,5879,4620,9257,4859,3982,6451,3934,10487,4135,4713,5220,4340,6030,1,4,1,5,5,1,1,4
12-May-19,Leicester,Chelsea,0,0,D,0,0,D,,A Taylor,9,14,3,4,4,5,9,8,.data/EPL/2018-19/38682.json,18,13491,3564,20479,8456,8979,5865,5343,13248,2508,3156,9566,4496,5682,4972,4093,25313,4100,5179,4115,10466,5698,4748,1,4,1,5,4,1,3,3
12-May-19,Liverpool,Wolves,2,0,H,1,0,H,,M Atkinson,13,7,5,2,4,1,3,11,.data/EPL/2018-19/38683.json,18,3712,10458,5140,20559,14732,5178,10465,11247,5375,6519,7114,19758,11259,11180,4351,4229,11071,4136,5866,11341,16204,20277,1,4,3,3,3,1,2,5
12-May-19,Man United,Cardiff,0,2,A,0,1,A,,J Moss,26,13,10,4,11,2,9,6,.data/EPL/2018-19/38684.json,18,13565,4337,24252,25266,3062,3613,14824,10476,3920,4330,3820,4736,4721,4561,4006,4577,3672,6627,3138,10633,4120,8192,1,4,2,4,4,1,2,4
12-May-19,Southampton,Huddersfield,1,1,D,1,0,H,,L Probert,10,10,3,3,4,3,8,6,.data/EPL/2018-19/38685.json,18,15011,3811,4617,19589,15269,4612,2886,5272,3206,8245,4286,11134,19619,19607,10654,3801,9293,4433,12359,15687,20646,8878,1,4,2,4,4,1,3,3
12-May-19,Tottenham,Everton,2,2,D,1,0,H,,A Marriner,11,17,3,9,7,4,10,13,.data/EPL/2018-19/38686.json,18,9167,4916,4408,4112,5762,5551,4842,4664,4549,4845,13815,4640,2839,4333,5907,4615,4421,5175,12114,32923,12582,5758,1,4,1,5,4,1,1,5
12-May-19,Watford,West Ham,1,4,A,0,2,A,,C Kavanagh,17,16,8,9,7,2,10,10,.data/EPL/2018-19/38687.json,18,11213,2932,4777,13823,3160,5713,19605,8589,22546,4843,9947,3958,6784,3309,9595,3014,13872,49884,4823,11284,32435,15202,1,4,2,4,4,1,1,5
09-Aug-19,Liverpool,Norwich,4,1,H,4,0,H,,M Oliver,15,12,7,5,11,2,9,9,.data/EPL/2019-20/46605.json,19,7114,20559,11247,10651,10458,3712,14732,13511,5178,10465,5140,5169,33061,19970,24412,26408,10968,14938,3169,14944,3819,23199,1,4,3,3,4,1,1,5
10-Aug-19,West Ham,Man City,0,5,A,0,1,A,,M Dean,5,14,3,9,1,1,6,13,.data/EPL/2019-20/46612.json,19,49884,13872,49761,3309,3958,6784,8897,32435,9595,3547,15202,8983,19620,12707,3955,19680,16286,4288,4505,11044,4316,4145,1,4,1,5,4,1,3,3
10-Aug-19,Bournemouth,Sheffield United,1,1,D,0,0,D,,K Friend,13,8,3,3,3,4,10,19,.data/EPL/2019-20/46606.json,19,8052,26076,13703,4499,8454,3926,14063,8045,8882,3512,37776,3924,4258,3581,8444,2340,9491,4394,4725,13988,4509,9169,1,3,3,4,3,1,2,5
10-Aug-19,Burnley,Southampton,3,0,H,0,0,D,,G Scott,10,11,4,3,2,7,6,12,.data/EPL/2019-20/46607.json,19,8143,4821,8246,24797,2889,4489,10079,6210,3756,4487,3909,4612,4617,15011,19589,8245,10905,4286,15269,2886,20109,3811,1,4,2,4,3,1,3,4
10-Aug-19,Crystal Palace,Everton,0,0,D,0,0,D,,J Moss,6,10,2,3,6,2,16,14,.data/EPL/2019-20/46608.json,19,4224,3362,3724,3807,5377,5859,3644,7548,5595,3929,4492,3600,24630,4333,5907,4421,9576,32923,4640,5758,4615,5061,1,4,2,4,4,1,1,5
10-Aug-19,Watford,Brighton,0,3,A,0,1,A,,C Pawson,11,5,3,3,5,2,15,11,.data/EPL/2019-20/46611.json,19,8589,13823,22546,4198,9947,4843,5713,3160,4777,9060,2932,22542,8168,8171,12192,16790,8163,3601,8707,4772,4955,7124,1,4,2,4,3,1,3,4
10-Aug-19,Tottenham,Aston Villa,3,1,H,0,1,A,,C Kavanagh,31,7,7,4,14,0,13,9,.data/EPL/2019-20/46610.json,19,4916,13815,25329,5762,20224,7488,3960,3507,4664,4842,4549,4183,2933,11033,4402,8900,12199,15580,51423,9377,16087,4260,1,4,2,4,4,1,1,5
11-Aug-19,Leicester,Wolves,0,0,D,0,0,D,,A Marriner,15,8,1,2,12,3,3,13,.data/EPL/2019-20/46609.json,19,13248,26216,8979,5865,5343,8456,13491,20479,10487,2508,3156,11341,5866,16204,20277,11180,11259,11071,4229,4136,19758,4351,1,4,1,5,3,1,2,5
11-Aug-19,Newcastle,Arsenal,0,1,A,0,0,D,,M Atkinson,9,8,2,2,5,3,12,7,.data/EPL/2019-20/46614.json,19,9257,5220,14897,4340,4918,54312,3934,4713,20607,4135,6451,10428,5110,5093,50512,5102,12136,4985,4472,4620,14446,14450,1,3,2,5,4,1,1,5
11-Aug-19,Man United,Chelsea,4,0,H,1,0,H,,A Taylor,11,18,5,7,3,5,15,13,.data/EPL/2019-20/46613.json,19,4337,9566,10476,13565,5066,4608,11272,14164,14824,4330,3920,5175,12520,4495,14580,4496,16803,4972,4115,13286,11373,5682,1,4,1,5,4,1,1,5
17-Aug-19,Arsenal,Burnley,2,1,H,1,1,D,,M Dean,16,18,9,5,10,7,13,11,.data/EPL/2019-20/46615.json,19,14446,10428,5093,14450,4472,6899,4100,4985,7163,5110,50512,2889,3909,24797,4821,3756,8246,10079,8143,4487,4489,6210,1,4,1,5,4,1,2,4
17-Aug-19,Aston Villa,Bournemouth,1,2,A,0,2,A,,M Atkinson,22,12,7,4,10,5,10,13,.data/EPL/2019-20/46616.json,19,12199,16087,2933,24626,15580,8900,51423,4183,11033,4260,4402,8882,4499,37776,8045,3926,13703,3512,8454,13961,8052,3242,1,4,3,3,4,1,2,4
17-Aug-19,Brighton,West Ham,1,1,D,0,0,D,,A Taylor,16,8,4,3,8,6,11,10,.data/EPL/2019-20/46617.json,19,16790,8707,3601,8168,4955,20486,12192,22542,4772,8163,8171,49884,15202,4558,3309,3958,13872,25246,5514,3547,11284,4161,1,3,3,4,4,1,1,5
17-Aug-19,Everton,Watford,1,0,H,1,0,H,,L Mason,12,8,2,2,4,7,11,11,.data/EPL/2019-20/46619.json,19,4421,20187,24630,4333,5758,5907,32923,5061,3600,9576,4640,13823,4198,4843,11213,8589,2932,3160,5713,22546,9947,4777,1,4,1,5,4,1,2,4
17-Aug-19,Norwich,Newcastle,3,1,H,1,0,H,,S Attwell,15,10,8,3,7,5,9,11,.data/EPL/2019-20/46621.json,19,3819,5169,14938,19970,14944,3169,26408,10968,24412,15558,23199,3934,9257,5220,4135,54312,66494,4713,4656,20607,4340,6451,1,4,1,5,3,1,2,5
17-Aug-19,Southampton,Liverpool,1,2,A,0,1,A,,A Marriner,14,15,3,6,5,9,10,6,.data/EPL/2019-20/46623.json,19,20109,4617,10905,3811,5272,15269,2886,4286,4605,19589,15011,4252,5375,5178,10458,13511,4852,5140,2100,7114,6519,14732,1,3,2,5,4,1,3,3
17-Aug-19,Man City,Tottenham,2,2,D,2,1,H,,M Oliver,30,3,10,2,13,2,14,4,.data/EPL/2019-20/46620.json,19,4316,12707,19620,4328,16286,11044,5101,5067,3955,6058,4288,20224,4549,7488,3507,25329,4845,3960,4842,4664,4916,13815,1,4,1,5,4,1,1,5
18-Aug-19,Sheffield United,Crystal Palace,1,0,H,0,0,D,,D Coote,15,6,3,4,8,4,16,11,.data/EPL/2019-20/46622.json,19,9169,4725,4394,2340,9491,3581,4509,4258,13988,8444,3924,3644,7548,3807,3724,4539,4492,3929,5859,5377,3362,4224,1,3,2,5,4,1,2,4
18-Aug-19,Chelsea,Leicester,1,1,D,1,0,H,,O Langford,14,12,5,3,4,5,9,14,.data/EPL/2019-20/46618.json,19,13492,15559,11373,5175,4496,4972,5682,14580,4495,16803,4481,8456,8979,2508,26216,10487,5343,5865,5371,20479,13248,3156,1,4,3,3,4,1,1,5
19-Aug-19,Wolves,Man United,1,1,D,0,1,A,,J Moss,6,9,2,2,4,6,17,8,.data/EPL/2019-20/46624.json,19,16204,4229,11071,11341,20277,4136,19758,11259,11180,4351,5866,4337,13797,13565,3920,14164,11272,4330,5066,9566,4608,14824,1,3,2,5,4,1,1,5
23-Aug-19,Aston Villa,Everton,2,0,H,1,0,H,,M Oliver,7,12,3,1,0,6,10,18,.data/EPL/2019-20/46625.json,19,4402,15580,51423,4260,8900,2933,24626,12199,10604,15549,16087,5758,24630,9576,4615,5061,4640,5907,3600,32923,4333,4421,1,4,1,5,4,1,1,5
24-Aug-19,Norwich,Chelsea,2,3,A,2,2,D,,M Atkinson,6,23,5,8,1,8,9,9,.data/EPL/2019-20/46630.json,19,24412,3169,26408,10968,14944,15558,3819,14938,19970,23199,5169,5682,5175,13286,4495,12520,16803,14580,4115,15559,11373,4496,1,4,1,5,4,1,3,3
24-Aug-19,Brighton,Southampton,0,2,A,0,0,D,,K Friend,12,12,3,4,8,5,9,10,.data/EPL/2019-20/46627.json,19,4955,8163,16790,20486,8707,12192,8168,3601,8171,16256,37587,4286,25892,19589,3811,5272,20109,15269,8245,4617,10905,15011,1,3,3,4,4,1,2,4
24-Aug-19,Man United,Crystal Palace,1,2,A,0,1,A,,P Tierney,22,5,3,3,8,1,8,18,.data/EPL/2019-20/46629.json,19,13797,4330,5066,9566,4337,11272,14824,4608,14164,3920,13565,7548,3929,2620,5861,4539,4224,3362,5595,3644,5859,8980,1,4,1,5,4,1,1,5
24-Aug-19,Sheffield United,Leicester,1,2,A,0,1,A,,A Madley,8,10,3,2,7,4,11,6,.data/EPL/2019-20/46631.json,19,3581,2340,4394,9169,4725,3924,4258,3320,9491,13988,4509,5343,8979,5371,3156,2508,5860,13248,10487,5865,26216,8456,1,3,2,5,4,1,3,3
24-Aug-19,Watford,West Ham,1,3,A,1,1,D,,C Kavanagh,23,16,3,10,8,7,12,11,.data/EPL/2019-20/46633.json,19,5713,22546,4777,8589,4198,9060,3448,2932,13823,4843,3160,49884,6389,49761,3014,11284,3958,15202,5514,13872,6784,3309,1,4,2,4,4,1,1,5
24-Aug-19,Liverpool,Arsenal,3,1,H,1,0,H,,A Taylor,25,9,5,3,6,4,8,5,.data/EPL/2019-20/46628.json,19,5375,13511,6519,3712,7114,5140,14732,10458,11247,4852,5178,4985,5110,10428,50252,7163,50512,12136,4472,4100,5093,14446,1,4,3,3,4,1,2,4
25-Aug-19,Bournemouth,Man City,1,3,A,1,2,A,,A Marriner,10,19,7,5,4,5,7,13,.data/EPL/2019-20/46626.json,19,3926,8052,14063,3512,37776,13703,8045,4499,8454,8882,3242,5101,4288,4328,4316,11044,5067,19620,12707,4145,6058,3955,1,5,1,4,4,1,3,3
